Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S1WS,2009.07,91897,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2009.08,90085,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2009.09,88998,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2009.10,88812,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2009.11,89152,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2009.12,90400,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.01,89491,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.02,90361,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.03,91259,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.04,91081,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.05,89842,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.06,89949,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.07,91003,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.08,90801,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.09,91201,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.10,91140,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.11,93259,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2010.12,92984,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.01,91831,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.02,92779,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.03,93554,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.04,93017,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.05,92972,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.06,93644,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.07,92838,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.08,93626,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.09,93663,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.10,91296,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.11,93041,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2011.12,92539,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.01,93460,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.02,93286,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.03,93812,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.04,94559,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.05,95539,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.06,94886,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.07,94371,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.08,94918,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.09,94985,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.10,94673,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.11,93316,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2012.12,92294,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.01,94269,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.02,94203,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.03,93528,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.04,93688,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.05,95222,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.06,94964,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.07,96307,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.08,96807,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.09,96762,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.10,97904,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.11,98336,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2013.12,98432,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.01,99194,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.02,100689,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.03,99887,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.04,98962,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.05,100193,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.06,100258,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.07,100887,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.08,100519,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.09,101153,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.10,101240,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.11,100749,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2014.12,102020,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.01,102403,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.02,101988,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.03,101001,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.04,102581,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.05,101522,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.06,102263,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.07,102342,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.08,101002,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.09,100726,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.10,101214,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.11,101557,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2015.12,103292,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.01,101692,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.02,101830,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.03,102625,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.04,102478,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.05,101474,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.06,101847,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.07,101383,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.08,102134,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.09,102239,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.10,101335,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.11,102101,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2016.12,102276,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.01,101620,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.02,101043,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.03,102003,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.04,102407,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.05,103264,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.06,102839,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.07,102009,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.08,102846,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.09,103087,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.10,103061,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.11,104113,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2017.12,103341,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.01,104170,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.02,104172,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.03,104689,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.04,104466,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.05,103836,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.06,103336,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.07,103388,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.08,104310,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.09,104239,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.10,105568,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.11,103967,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2018.12,104372,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.01,106841,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.02,106728,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.03,104606,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.04,104211,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.05,104542,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.06,104392,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.07,104761,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.08,103331,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.09,103763,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.10,103278,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.11,104948,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2019.12,105438,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.01,105310,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.02,105583,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.03,105863,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.04,103344,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.05,107412,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.06,109395,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.07,108472,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.08,108755,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.09,107808,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.10,107654,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.11,107825,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2020.12,109647,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.01,107447,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.02,108205,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.03,108009,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.04,107007,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.05,107146,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.06,107416,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.07,107429,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.08,107486,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.09,108055,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.10,108788,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.11,107622,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2021.12,107632,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.01,107204,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.02,106953,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.03,106848,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.04,107616,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.05,108367,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.06,107878,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.07,107059,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.08,107128,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.09,107249,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.10,106404,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.11,105302,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2022.12,104913,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.01,105662,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.02,105459,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.03,106514,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.04,107573,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.05,106448,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.06,106808,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.07,107236,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.08,106656,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.09,105934,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.10,105958,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.11,107116,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2023.12,105144,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WT,1999.04,73835,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,1999.05,73572,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,1999.06,73434,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,1999.07,73450,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,1999.08,73719,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,1999.09,74240,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,1999.10,74946,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,1999.11,75674,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,1999.12,76238,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.01,76609,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.02,76835,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.03,76979,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.04,77110,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.05,77218,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.06,77281,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.07,77267,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.08,77271,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.09,77416,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.10,77723,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.11,78182,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2000.12,78719,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.01,79253,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.02,79730,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.03,80140,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.04,80485,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.05,80865,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
MEIM.S1WT,2001.06,81410,,R,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Trend,,
